##Title: Практычны беларускі вайсковы слоўнік
##HTMLDescription_BEGIN
<div>
	<p class="dictdesc-st">Створана на падставе:</p>
	<p><b>Практычны беларускі вайсковы слоўнік</b>. Менск: Выйсковая Камісія пры Інбелкульце, 1927.</p>
</div>
<div>
	<p class="spoiler">Прадмова</p>
	<p>„Практычны Беларускі Вайсковы Слоўнік“ у дзьвёх часьцях: 1) Расійска-Беларускай, 2) Беларуска-Расійскай, зьяўляецца неабходным дапаможнікам у вайскова-політычнай вучобе ў беларускіх нацыянальных часьцях.</p>
	<p>Патрэба ў такім спэцыяльным слоўніку тлумачыцца тым, што слоўнікі агульнага зьместу, якія маюцца для беларускай мовы, не даюць спэцыяльных вайсковых тэрмінаў.</p>
	<p>У вайсковы слоўнік − увайшлі вузка спэцыяльныя вайсковыя тэрміны, дапасаваныя пераважна да стралковых часьцей, тэрміны патрэбныя для політычнага выхаваньня вайскоўцаў, а таксама і словы агульнага ўжываньня, патрэбныя ў жыцьці вайскоўцаў.</p>
	<p>Слоўнік укладзены, згодна даручэньня Вайсковай Камісіі, яе членамі М. Байковым і А. Бараноўскім, на падставе матарыялаў, апрацаваных Вайсковай Камісіяй, выпускаў Беларускай Навуковай Тэрміналёгіі ў выданьні Інстытуту Беларускае Культуры і слоўнікаў: „Словарь белорусского наречия” І. Насовіча і „Практычны Расійска-Беларускі слоўнік” М Байкова і М. Гарэцкага.</p>
	<p>Увесь укладзены слоўнікавы матарыял разгледжаны і зацьверджаны Вайсковай Камісіяй пры Інстытуце Беларускае Культуры.</p>
	<p>У разглядзе слоўніка прымалі ўдзел наступныя асобы: Старшыня Вайсковай Камісіі П. Валасноў і члены камісіі М. Якубовіч, М. Байкоў, А. Бараноўскі, К. Атраховіч, Ч. Родзевіч і П. Дыла.</p>
	<p>У выпрацаваньні і разглядзе вайсковай тэрміналёгіі, апрача вышэй адзначаных т. т., прымалі удзел Ж. Лаур, Я. Дыла, М. Арабей, Я. Луцэвіч (Янка Купала), Гуцько, Яз. Лёсік.</p>
	<p>Зважаючы на навіну справы ўкладаньня Вайсковай тэрміналёгіі на беларускай мове, камісія дапушчае, што некаторыя тэрміны перакладзены ня зусім дакладна, а таму просіць т.т. Камандзіраў паасобных вайсковых злучэньняў, політычных працаўнікоў, настаўнікаў вайсковых школ і паасобных вайскоўцаў пасылаць свае крытычныя увагі на слоўнік у камісію.</p>
	<p> </p>
	<p><i>Вайсковая Камісія пры Інстытуце Беларускае Культуры</i></p>
</div>
<div>
	<p class="spoiler">Скарачэньні ужытыя ў слоўніку</p>
	<p>Стр. − стрелковый</p>
	<p>Арт. − артиллерийский</p>
	<p>Стр.-арт. − стрелково-артиллерийский</p>
	<p>В.-инж. − военно-инженерный</p>
	<p>Ав. − авиационный</p>
	<p>Мор. − морской</p>
	<p>Хим. − химический</p>
	<p>Св. − связь</p>
	<p>Анат. − анатомический</p>
</div>
##HTMLDescription_END
##ArticleLang: ru/be

##Chapter: 1. Агульная частка
абсолютизм	абсолютызм
абсолютная единица	абсолю´тная адзі´нка
абсолютная высота	абсолю´тная вышыня´
абстрактный	абстрактны
абсурд	недарэ´чнасьць 
абсурдный	недарэ´чны
авангард	аванга´рд
авангардный	аванга´рдны
аванс	ава´нс
авансовый	ава´нсавы 
аванпост	аванпо´ст 
авантюра	аванту´ра
авантюрист	аванту´рнік
авария	ава´рыя 
август	жнівень 
авиатор	лё´тнік
авиаторский	лё´тніцкі
авиационный	лё´тніцкі
авиация	лё´тніцтва
авиационный парк	лё´тны парк
авио-часть	лё´тная часьць
автомат	аўтома´т
автоматический	аўтоматы´чны
автоматически	аўтоматы´чна 
автоматчик	аўтома´тнік
автомобиль	аўтамабіль
автомобилист	аўтамабілісты
автомобильный	аўтамабільны
автомобильная колонна	аўтамабільная колю´мна
автомобильное имущество	аўтамабільная мае´масьць
автомобильно-санитарный отряд	аўтамабі´льна-санітарны аддзе´л
автомобильный транспорт	аўтамабі´льны тра´нспарт 
автономия	самаўра´д, аўтоно´мія
автономный	самаўра´дны, аўтоно´мны 
автор	а´ўтар 
авторитет	пава´га, аўторытэ´т
агат	ага´т
агент	агэ´нт
агентура	агэнту´ра 
агентурная разведка	агенту´рная выве´дка
агентурный	агенту´рны
агитация	агіта´цыя 
агитировать	агітава´ць
агитатор	агітатар 
агиткампания	агіткампа´нія
агитационно-пропагандический	агітацы´йна-прапаганды´цкі 
агитпункт	агітпу´нкт 
агитсуд	агітсу´д 
агоническая линия	агонічная лінія  
аграрный	зяме´льны 
аграрий	земляўла´сьнік, абша´рнік
агрессивный	захва´тны
агроном	аграно´м
ад	пе´кла
административный	адміністрацы´йны
административный состав	адміністрацы´йны склад
администрация	адміністра´цыя
администратор	адміністра´тар
администраторский	адміністра´тарскі 
адрес	а´дрэс 
адресант	адрэса´нт 
адресат	адрэса´т 
адский огонь	пяке´льны агонь
ад'ютант	ад'ютант
ад'ютанский	ад'юта´нскі
азарт	газа´рд
азартная игра	газа´рдная гульня
азбука	1) а´збука; 2) леманта´р
азимут	а´зімут
азот	азо´т 
азотный	азо´тавы 
академия	акадэ´мія 
академик	акадэ´мік
академический	акадэмічны
акция	а´кцыя
акварель	акварэ´ля
акварельные краски	акварэ´левыя фа´рбы
аквариум	во´днік
аккуратность	акура´тнасьць
акт	а´кт
актёр	акто´р
актовый	а´ктавы
актив	акты´ў
активность	акты´ўнасьць
активист	актыві´сты
активное избирательное право	акты´ўнае вы´барчае пра´ва
актуальность	актуа´льнасьць
актуальный	актуа´льны
акустический	акусты´чны
акцент	вымо´ва
акциз	акцы´за
акционерное общество	акцы´йнае тавары´ства
акция	а´кцыя 
алидада	аліда´да 
аллея	прыса´ды
аллюр	го´н
алфавит	альфабэ´т
алчный	прагаві´ты 
альтернатива	альтэрнаты´ва
алюминий	алюмі´н
амбар	кле´ць, сьві´ран
амбразура	байні´ца
амбулатория	амбулято´рыя
амбулаторный прием	амбулято´рны прыё´м
амматол	амато´л
аммиак	аманя´к
аммиачный запаx	аманя´чны пах
аммонал	амона´л
аммоний	амо´н
амнистия	амністыя
амнистировать	амністава´ць
ампер	ампе´р
амперометр	ампераме´р
амплитуда	ампліту´да
Амстердамский Интернационал	Амстерда´мскі Інтэрнацыяна´л
амуниция	асна´да
амуничник	асна´днік
амуничный	асна´дны
амуничивать	асна´джваць
анализ	ана´ліз
анализировать	аналізава´ць
аналогия	падо´бнасьць
анархия	ана´рхія
анархист	анархісты
ангар	анга´р
англичанин	анге´лец
анекдот	анэкдо´т
анилин	анілін 
анкета	апыта´льны ліст
аннексия	анэ´ксыя
аноним	бязыме´ньнік
аннулировать	касава´ць
аномалия	адхіле´ньне 
антабка (стр.)	стрэ´мячка
антагонизм	супраціўнасьць
антанта	анта´нта
антена	антэ´на
антигосударственный	процідзяржа´ўны
антирелигиозный	процірэлігі´йны
антисемитизм	процісэміты´зм
антракт	перапы´нак
апатия	апа´тыя
апелляция	апэля´цыя
апелировать	апэля´ваць
аплодировать	біць у ла´дкі
аплодисменты	во´плескі
апогей	апоге´й 
апоплексия	пара´люш
аппарат	апара´т
аппаратный	апара´тны
аппетит	апэты´т
апрель	красавік
аптека	аптэ´ка
аптекарский	аптэ´чны
аптекарь	аптэ´кар
арбитр	пасярэ´днік
аргумент	аргумэ´нт, до´вад
арена	арэ´на
аренда	арэ´нда
ареометр	арэо´мэтр
арест	а´рышт
арестант	арышта´нт
арестанская (комната)	арышта´нская
арестованный	арыштава´ны
аристократия	арыстокра´тыя
арифметика	арытмэ´тыка
арка	а´рка
аркан	арка´н
аркан (фуражный)	пастро´нак
арматура	армату´ра
арматурный список	армату´рны сьпіс
армеец	арме´ец
армейская конница	арме´йская ко´ньніца
армейский	арме´йскі
армия	а´рмія
армия действующая	армія дзе´йная
армия постоянная	армія пастая´нная
арсенал	збраё´ўня
артачиться	нараві´цца
артезианский	артэзыя´нскі
артель	арце´ль
артерия	артэ´рыя
артиллерийский	артылеры´йскі
артиллерист	артылеры´сты
артиллерия	артыле´рыя
артиллерия тяжелая	артыле´рыя ця´жкая
артиллерия осадная	артыле´рыя абло´жная
артиллерия легкая	артыле´рыя лё´гкая
артиллерия полевая	артыле´рыя палява´я
артиллерия конная	артыле´рыя ко´нная
артиллерия полковая	артыле´рыя палкава´я
артиллерия горная	артыле´рыя го´рная
артиллерия береговая	артыле´рыя берагава´я
артиллерийская часть	артылеры´йская часьць
артиллерийская школа	артылеры´йская шко´ла
артиллерийский огонь	артылеры´йскі аго´нь
артиллерийский полигон	артылеры´йскі паліго´н
артиллерийское довольствие	артылеры´йскае забесьпячэ´ньне
артист	арты´сты
артоскоп	артоско´п
архаизм	старасьве´тчына
архив	архіў
архитектор	архітэ´ктар
аршин	аршы´н
арьергард	ар'ерга´рд
арьергадной	ар'ерга´рдны
асбест	азбэ´ст
асбестовые перчатки	азбэ´ставыя рукавіцы
ассенизатор	брудаво´з
ассенизация	вываз бру´ду
ассигнация	асыгна´цыя
