##Title: Музычныя тэрміны (БНТ)
##HTMLDescription_BEGIN
<div>
	<p class="dictdesc-st">Створана на падставе:</p>
	<p><b>Музычныя тэрміны</b>. Менск: Інбелкульт, 1926.</p>
</div>
<div>
	<p class="spoiler">Прадмова</p>
	<p>Сэкцыя Беларускага Мастацтва, складаючы пасьля свайго заснаваньня (люты, 1925) плян працы, вызначыла, як адно з першых сваіх заданьняў, апрацоўку навуковае беларускае тэрмінолёгіі па ўсіх галінах мастацтва.</p>
	<p>Апрацоўка гэтае тэрмінолёгіі была згрупавана ў адпаведнасьці з падзелам памянёнае сэкцыі на тры падсэкцыі (тэатральую, музычную і вобразных мастацтваў), прычым у першую чаргу пасьпелі скончыць апрацоўку музычнае тэрмінолёгіі, што бязумоўна, якраз на часе, калі мець, на ўвазе тую шырокую працу, якая распачалася ў галіне вывучэньня і складаньня беларускае музыкі і музычнае асьветы на Беларусі.</p>
	<p>Слоўнік музычных тэрмінаў, які складае гэты выпуск „Беларускае Навуковае Тэрмінолёгіі“, быў апрацаваны паводле даручэньня Сэкцыі членам сэкцыі <i>Юльлянам Дрэйзіным</i>, а потым разгледжаны ў Тэрмінолёгічнай Камісіі Музычнае падсэкцыі ў складзе членаў Сэкцыі Беларускага Мастацтва: <i>Вечаслава Сэляха, Міколы Аладава, Уладзімера Тэраўскага, Юльляна Дрэйзіна</i> і інш. Камісія зрабіла некаторыя папраўкі і дадаткі, пасьля чаго слоўнік быў перададзены ў Правапісна-Тэрмінолёгічную Камісію Інстытуту Беларускае Культуры, якая канчальна яго разгледзела і апрацавала.</p>
	<p>Абыймо слоўніку ахапляе тэорытычныя веды ва ўсіх галінах музыкі (элемэнтарная тэорыя, гармонія, контрапункт, фуга, інструмантоўка, оркестроўка, формы). У склад яго не ўвашлі найноўшыя тэорыі (ладавая тэорыя Яворскага і інш.), якія яшчэ не атрымалі канчальнага навуковага прызнаньня. Спаміж італьлянскіх тэрмінаў музычнае дынамікі і рытмікі ўзяты толькі самыя галоўныя.</p>
	<p>Менск. Сакавік, 1926.</p>
</div>
##HTMLDescription_END
##ArticleLang: ru/be

аббревиатура	скарачэньне
абсолютная музыка	абсолютная музыка, чыстая музыка
автоматические инструменты	аўтоматычныя інструманты
adagio (італ.)	працяжна
ad libitum (лац.)	гл. libitum
agilità (італ.)	рухавасьць, жвавасьць
agitato (італ.)	абурана, узварушана
а сарреllа (італ.)	адным хорам (без акомпанімэнту інструмантаў)
акколада	дужка
аккомпанимент	акомпанімэнт
аккорд	акорд
акт	акт, дзея
акустика	акустыка
акцент	акцэнт, націск
allargando (італ.)	пашыраючы, зьмяншаючы шыбкасьць
allegretto (італ.)	досыць жыва, жвава
allegro (італ.)	жыва, борзда
альт	альт
альтерация	альтэрацыя, зьмена, зьмяненьне
alternativo (італ.)	папераменку
amorevole, amoroso (італ.)	любоўна, пяшчотна
амплитуда	амплітуда, велічыня ваганьняў гуку
английский рожок	ангельскі рог
angoscioso (італ.)	боязна, нясьмела
andante (італ.)	павольна
andantino (італ.)	досыць павольна
animando, animato (італ.)	з душою, палка, горача
ancora (італ.)	яшчэ
ансамбль	ансамбля, супольства, сумеснасьць
a piacere (італ.)	гл. piacere
аподжиатура	аподжыятура (гл. форшлаг)
appassionato (італ.)	палка
аппликатура	аплікатура
arbitrio, a suo arbitrio (італ.)	па сваім поглядзе
ариетта	арыетта, маленькая арыя
ария	арыя
arco (італ.)	смычок
арпеджио	гарпэджыо
арранжировать	аранжыраваць
арранжировка	аранжыроўка
артикуляция	артыкуляцыя
артист	артысты, мастак
арфа	гарфа
assai (італ.)	досыць, вельмі
attacca (італ.)	без перапынку, не супыняючыся
accelerando (італ.)	ускараючы
балалайка	балалайка
балет	балет
баллада	баляда
бандура	бандура
барабан	барабан
баритон	барытон
баркаролла	баркароля
бас	бас
бекар	адмова (гл. отказ)
бемоль	бэмоль
бемольный	бэмольны
